Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size,Customer Lifetime Value,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Day,Day_name,week,month,Total Claim Amount
LJ79533,Nevada,1,1,High School or Below,2/23/11,2,1,2,Married,L2,Offer2,Agent,SUV,1,13466.92071,11432,119,11,9,0,2,2,Wednesday,8,2,571.2
JQ95021,California,0,3,College,2/13/11,3,0,1,Divorced,L1,Offer3,Web,Four-Door Car,2,3386.186515,67249,86,25,4,0,1,6,Sunday,6,2,33.894695
ET88948,California,0,1,Bachelor,2/8/11,3,1,2,Married,L2,Offer1,Call Center,Four-Door Car,2,5503.440723,76839,68,12,85,0,3,1,Tuesday,6,2,326.4
GW43195,Oregon,1,3,College,2/13/11,3,1,2,Married,L2,Offer1,Branch,Luxury,1,25807.063,71210,214,8,89,1,2,6,Sunday,6,2,1027.2
MQ54182,California,0,3,Bachelor,2/11/11,3,1,2,Married,L2,Offer1,Branch,Four-Door Car,2,4739.34663,49447,119,9,48,2,1,4,Friday,6,2,762.007253
WM39308,Nevada,0,1,High School or Below,1/3/11,3,1,3,Married,L2,Offer2,Call Center,Two-Door Car,2,15777.88702,98713,65,3,91,0,2,0,Monday,1,1,289.894293
DK20428,Oregon,0,1,Bachelor,2/19/11,3,0,1,Married,L1,Offer4,Branch,Two-Door Car,2,2619.865336,26094,67,16,84,0,1,5,Saturday,7,2,2.028223
IZ67803,California,0,1,Higher Education,1/28/11,3,0,3,Married,L1,Offer3,Agent,Four-Door Car,2,15445.66166,26990,65,9,60,1,2,4,Friday,4,1,297.864823
VW65351,Washington,0,3,College,1/26/11,3,1,1,Married,L2,Offer3,Agent,Four-Door Car,2,3355.528168,46644,84,34,19,0,1,2,Wednesday,4,1,150.688024
SY36127,California,0,1,Higher Education,2/28/11,3,1,1,Married,L3,Offer2,Branch,Four-Door Car,2,2874.08847,33462,72,12,9,0,1,0,Monday,9,2,112.425578
LA20890,Oregon,0,1,Bachelor,1/28/11,3,1,2,Married,L3,Offer4,Branch,Four-Door Car,2,2846.645431,66880,71,7,54,0,1,4,Friday,4,1,340.8
EP48362,Arizona,0,1,Bachelor,1/27/11,3,0,3,Married,L1,Offer2,Web,Four-Door Car,2,23813.52051,88680,66,5,66,0,2,3,Thursday,4,1,201.762191
BI46495,Oregon,0,3,High School or Below,2/6/11,1,0,2,Single,L2,Offer1,Branch,Two-Door Car,2,5313.467001,0,79,4,78,0,4,6,Sunday,5,2,568.8
ON91363,Washington,0,3,College,1/3/11,3,0,2,Married,L2,Offer4,Call Center,Four-Door Car,2,3730.144916,75132,93,7,33,2,1,0,Monday,1,1,446.4
TG95261,California,1,3,Higher Education,2/23/11,1,1,2,Single,L2,Offer1,Branch,Luxury,2,9031.214859,0,122,15,47,0,9,2,Wednesday,8,2,650.52179
EE59791,California,0,1,High School or Below,2/7/11,3,1,2,Married,L2,Offer4,Call Center,Four-Door Car,1,5931.28489,56617,74,18,24,0,3,0,Monday,6,2,355.2
IV84135,California,0,3,College,2/27/11,3,1,1,Divorced,L3,Offer4,Agent,Four-Door Car,2,9429.080755,75638,83,6,52,4,2,6,Sunday,8,2,108.69654
TE11374,California,0,1,Bachelor,2/27/11,2,1,2,Married,L1,Offer1,Web,SUV,2,7613.049819,24982,109,20,52,4,7,6,Sunday,8,2,523.2
GH12466,Washington,0,3,High School or Below,1/28/11,3,1,1,Married,L3,Offer2,Agent,Four-Door Car,2,3313.014405,40348,83,6,56,0,1,4,Friday,4,1,26.314753
PC43437,Arizona,0,1,College,1/20/11,3,1,2,Divorced,L3,Offer1,Agent,Four-Door Car,1,7317.014254,24083,63,22,2,1,2,3,Thursday,3,1,340.453606
PW98890,Oregon,0,1,Bachelor,1/19/11,3,1,3,Divorced,L1,Offer4,Call Center,Four-Door Car,1,2665.737082,81538,66,3,46,0,1,2,Wednesday,3,1,272.844816
BQ94892,Oregon,1,3,College,1/5/11,3,0,3,Divorced,L2,Offer2,Call Center,Four-Door Car,2,3230.576665,62873,81,0,41,0,1,2,Wednesday,1,1,207.75186
LA33814,Oregon,0,3,High School or Below,1/5/11,3,0,1,Married,L3,Offer2,Agent,SUV,2,17367.27409,66245,145,22,58,0,2,2,Wednesday,1,1,181.501424
WM87004,Oregon,0,1,Bachelor,1/6/11,1,0,2,Divorced,L3,Offer1,Branch,SUV,1,10595.81033,0,102,22,20,0,2,3,Thursday,1,1,734.4
OL28902,California,0,3,College,1/4/11,2,0,2,Divorced,L3,Offer4,Agent,SUV,1,5999.380228,26303,165,16,47,0,1,1,Tuesday,1,1,956.589903
VW88885,California,0,1,Bachelor,1/14/11,3,1,2,Married,L2,Offer3,Call Center,Four-Door Car,2,17006.00256,58620,71,11,51,0,2,4,Friday,2,1,340.8
OQ51004,California,1,1,Bachelor,2/25/11,2,0,2,Married,L2,Offer1,Branch,Luxury,3,3954.344534,18375,103,8,50,0,1,4,Friday,8,2,535.080276
GJ88864,Nevada,0,3,College,1/30/11,3,1,3,Divorced,L3,Offer1,Web,Four-Door Car,1,3589.372361,30944,92,15,46,0,1,6,Sunday,4,1,348.216284
AF69537,Arizona,0,3,College,1/6/11,3,0,2,Married,L3,Offer1,Agent,SUV,2,7329.777554,59630,185,9,67,0,1,3,Thursday,1,1,888.0
TX11163,Nevada,0,1,Bachelor,1/21/11,3,1,1,Married,L3,Offer1,Branch,Luxury,2,7380.570445,53957,184,19,80,0,1,4,Friday,3,1,61.554272
FG43850,Oregon,0,3,High School or Below,1/14/11,3,0,2,Single,L3,Offer4,Call Center,Four-Door Car,1,7472.672033,44385,97,6,31,0,7,4,Friday,2,1,465.6
WY37677,Oregon,0,1,High School or Below,2/10/11,1,0,2,Married,L3,Offer2,Agent,Luxury,2,8500.12195,0,119,1,58,0,7,3,Thursday,6,2,856.8
WY80801,California,0,3,High School or Below,1/5/11,3,1,2,Married,L1,Offer2,Agent,SUV,2,19357.79964,25561,163,3,25,0,2,2,Wednesday,1,1,983.374985
GZ90429,California,0,3,High School or Below,1/17/11,3,0,3,Married,L2,Offer1,Call Center,SUV,1,5846.114411,85956,145,0,85,0,1,0,Monday,3,1,510.381882
SX89429,Arizona,0,1,High School or Below,1/12/11,1,1,2,Married,L3,Offer1,Agent,Four-Door Car,1,2231.786517,0,61,26,79,1,1,2,Wednesday,2,1,311.404068
FW35631,Oregon,0,3,Bachelor,1/2/11,3,0,2,Married,L3,Offer3,Call Center,SUV,1,4864.527356,37406,122,23,38,1,1,6,Sunday,52,1,1134.960471
HM20848,California,0,1,High School or Below,2/6/11,3,1,2,Married,L1,Offer3,Agent,Luxury,2,4594.292826,39053,114,5,66,0,1,6,Sunday,5,2,547.2
FO49408,Oregon,0,3,High School or Below,2/15/11,3,0,2,Single,L3,Offer2,Call Center,Four-Door Car,2,3044.003202,24475,84,11,55,3,1,1,Tuesday,7,2,604.8
LL95376,Washington,1,1,Bachelor,1/3/11,3,0,2,Married,L3,Offer2,Agent,Two-Door Car,2,2759.978287,92296,69,4,65,0,1,0,Monday,1,1,331.2
UK49045,Oregon,0,3,High School or Below,2/1/11,3,0,2,Married,L2,Offer2,Branch,Two-Door Car,2,11064.29047,29484,93,19,51,0,2,1,Tuesday,5,2,446.4
JA24437,California,0,3,College,2/25/11,1,0,2,Single,L3,Offer1,Branch,Four-Door Car,2,7555.828789,0,114,19,50,0,3,4,Friday,8,2,820.8
TU77462,Oregon,0,3,College,1/3/11,3,0,1,Married,L2,Offer1,Web,Two-Door Car,2,7469.557777,48088,94,25,73,0,4,0,Monday,1,1,134.828318
DA26490,California,0,1,Bachelor,2/13/11,3,0,2,Married,L2,Offer4,Branch,Two-Door Car,1,4920.492369,21366,63,20,47,0,3,6,Sunday,6,2,302.4
JC37131,Arizona,1,1,High School or Below,2/20/11,2,0,2,Single,L3,Offer1,Call Center,SUV,2,12298.6863,17101,113,1,88,0,2,6,Sunday,7,2,542.4
YZ77792,Washington,0,1,High School or Below,1/13/11,1,1,2,Single,L3,Offer1,Agent,Four-Door Car,1,4630.363287,0,64,3,59,0,4,3,Thursday,2,1,460.8
AH53588,California,1,1,College,1/1/11,2,0,2,Married,L2,Offer2,Agent,Two-Door Car,2,4636.54647,26802,66,7,43,1,5,5,Saturday,52,1,316.8
QV89018,Arizona,0,1,High School or Below,1/3/11,3,0,3,Married,L3,Offer3,Branch,Four-Door Car,3,20467.71796,89025,64,32,10,0,2,0,Monday,1,1,179.251604
SY95534,California,0,1,Bachelor,1/21/11,1,0,2,Married,L3,Offer3,Branch,SUV,2,3792.829528,0,104,23,76,0,1,4,Friday,3,1,748.8
YT37186,California,0,3,Bachelor,1/19/11,3,1,2,Married,L3,Offer3,Agent,Luxury,2,17526.17908,52228,220,29,72,1,8,2,Wednesday,3,1,1056.0
DY81347,California,0,3,High School or Below,2/2/11,1,1,2,Married,L3,Offer2,Web,SUV,2,4715.469193,0,126,13,91,0,1,2,Wednesday,5,2,694.357961
VH45074,California,0,1,College,1/31/11,1,0,2,Divorced,L3,Offer2,Web,Four-Door Car,3,2288.763508,0,63,11,30,0,1,0,Monday,5,1,344.288189
BF45697,California,0,1,College,1/14/11,3,0,3,Married,L3,Offer3,Agent,Four-Door Car,2,5670.132321,83086,71,1,43,3,3,4,Friday,2,1,320.486645
RY27018,Washington,0,3,High School or Below,1/5/11,3,0,2,Married,L3,Offer4,Call Center,Four-Door Car,3,7228.993348,53214,91,21,76,0,3,2,Wednesday,1,1,436.8
YJ16163,Oregon,1,3,Bachelor,1/24/11,3,1,2,Single,L3,Offer2,Agent,Luxury,2,11009.13049,51643,283,16,43,0,1,0,Monday,4,1,1358.4
QM61543,Arizona,1,1,High School or Below,1/10/11,3,0,2,Married,L2,Offer2,Agent,Four-Door Car,2,5639.941974,73168,70,21,50,0,3,0,Monday,2,1,425.800112
IU83998,Washington,0,3,Bachelor,1/1/11,1,1,2,Married,L3,Offer1,Branch,Luxury,2,11196.46002,0,298,26,94,0,1,5,Saturday,52,1,2145.6
NE29938,California,0,3,College,2/3/11,1,1,2,Single,L2,Offer1,Call Center,Two-Door Car,3,12840.43291,0,90,1,94,0,2,3,Thursday,5,2,648.0
VQ57815,Oregon,0,1,Higher Education,1/1/11,3,0,1,Married,L2,Offer2,Branch,Luxury,2,8828.380695,61246,110,24,21,0,3,5,Saturday,52,1,159.239518
FF93355,Washington,0,3,High School or Below,1/18/11,3,0,3,Married,L3,Offer1,Call Center,Four-Door Car,2,13268.79263,32762,112,26,74,0,2,1,Tuesday,3,1,326.926833
MG12206,California,0,1,College,2/27/11,1,0,2,Single,L2,Offer4,Call Center,Two-Door Car,2,3728.874098,0,69,21,54,5,3,6,Sunday,8,2,496.8
NE55975,Nevada,0,3,High School or Below,2/21/11,1,1,2,Divorced,L3,Offer1,Branch,Luxury,3,4983.114656,0,133,9,85,0,1,0,Monday,8,2,957.6
BX70848,Washington,1,3,College,1/8/11,1,0,2,Single,L3,Offer1,Agent,SUV,2,13727.79972,0,126,12,4,0,2,5,Saturday,1,1,604.8
NJ88229,California,0,1,College,2/4/11,3,1,1,Single,L2,Offer4,Branch,Four-Door Car,2,8343.751519,64127,71,31,19,0,2,4,Friday,5,2,72.862304
QW31435,Oregon,0,1,High School or Below,1/17/11,1,0,3,Married,L3,Offer3,Branch,Two-Door Car,2,7191.831645,0,67,9,54,0,2,0,Monday,3,1,308.54976
DJ22229,Washington,0,3,Bachelor,1/17/11,2,1,2,Single,L3,Offer1,Branch,Four-Door Car,2,13759.14695,16794,96,7,31,0,2,0,Monday,3,1,460.8
MB12747,Nevada,0,3,Bachelor,2/28/11,3,0,1,Married,L3,Offer1,Branch,Four-Door Car,2,9788.713108,31930,83,19,30,0,2,0,Monday,9,2,37.699658
XQ50187,Oregon,0,3,Higher Education,2/5/11,3,0,3,Single,L1,Offer4,Branch,Two-Door Car,2,3360.44356,74918,85,13,74,0,1,5,Saturday,5,2,314.246507
WU62992,Oregon,0,3,Bachelor,2/10/11,3,0,1,Married,L2,Offer4,Agent,SUV,1,4887.794108,70742,124,3,64,1,1,3,Thursday,6,2,211.68058
CE11667,Oregon,1,1,College,2/3/11,3,0,3,Married,L3,Offer2,Web,Four-Door Car,2,7582.113842,64801,64,23,19,0,2,3,Thursday,5,2,268.471802
BP53979,California,0,1,Bachelor,2/7/11,3,1,3,Single,L2,Offer1,Agent,Four-Door Car,2,2516.213745,48829,64,23,70,1,1,0,Monday,6,2,300.312635
DM59806,California,0,3,Higher Education,2/13/11,3,1,2,Single,L3,Offer2,Agent,Four-Door Car,1,3571.34607,73853,89,7,35,0,1,6,Sunday,6,2,427.2
LJ88616,Arizona,0,3,High School or Below,2/2/11,1,0,2,Single,L1,Offer2,Agent,Four-Door Car,2,9868.595441,0,99,25,23,0,2,2,Wednesday,5,2,712.8
TC82133,Oregon,0,1,Bachelor,2/25/11,3,0,1,Married,L3,Offer3,Branch,Four-Door Car,2,5375.821564,66844,70,11,80,4,5,4,Friday,8,2,104.977375
NW65065,California,1,1,High School or Below,2/3/11,2,1,2,Single,L3,Offer1,Web,Two-Door Car,1,4254.620669,11904,61,34,11,2,3,3,Thursday,5,2,292.8
LS17120,California,0,3,Bachelor,1/11/11,3,0,3,Single,L2,Offer1,Agent,Four-Door Car,2,3061.052283,56869,83,25,34,3,1,1,Tuesday,2,1,269.406119
ZN96843,Arizona,0,1,Bachelor,1/10/11,1,0,2,Single,L1,Offer1,Branch,Two-Door Car,3,2414.770722,0,67,3,54,0,1,0,Monday,2,1,482.4
HZ98935,Washington,0,1,Bachelor,1/19/11,1,1,2,Single,L3,Offer2,Agent,Four-Door Car,2,4526.52638,0,68,20,44,1,7,2,Wednesday,3,1,326.4
WG51330,Arizona,0,1,College,1/25/11,3,0,3,Married,L3,Offer2,Call Center,Four-Door Car,2,5635.294733,59325,71,13,75,0,3,1,Tuesday,4,1,229.686659
DS58268,Arizona,0,1,High School or Below,1/7/11,1,1,2,Divorced,L3,Offer1,Agent,Luxury,3,8254.698836,0,115,19,60,0,9,4,Friday,1,1,552.0
SN27401,Washington,0,3,High School or Below,1/5/11,1,0,2,Single,L2,Offer2,Agent,Two-Door Car,2,7320.070571,0,112,30,29,1,3,2,Wednesday,1,1,806.4
AI74959,California,1,1,High School or Below,1/23/11,3,0,2,Single,L3,Offer2,Web,SUV,2,3933.813993,25927,103,6,20,0,1,6,Sunday,3,1,674.973614
RC16862,Arizona,0,1,College,1/19/11,1,0,2,Divorced,L3,Offer1,Agent,Four-Door Car,2,2433.089468,0,71,31,79,0,1,2,Wednesday,3,1,493.055291
YP19985,California,0,1,Bachelor,1/12/11,3,0,1,Married,L3,Offer3,Call Center,Two-Door Car,2,5706.955563,83073,71,15,46,0,3,2,Wednesday,2,1,10.42277
SY29553,Oregon,0,1,High School or Below,1/6/11,1,1,2,Married,L3,Offer2,Agent,Four-Door Car,2,2585.444463,0,73,14,36,2,1,3,Thursday,1,1,350.4
EM78211,Oregon,1,3,College,2/19/11,1,1,2,Divorced,L3,Offer2,Agent,Four-Door Car,2,2659.70565,0,87,4,4,3,1,5,Saturday,7,2,420.041981
JL70559,Arizona,0,1,College,2/2/11,1,1,2,Married,L1,Offer1,Branch,Four-Door Car,1,5310.861767,0,72,17,11,1,3,2,Wednesday,5,2,345.6
IS95117,Arizona,0,1,College,1/25/11,3,1,1,Married,L3,Offer1,Agent,Four-Door Car,2,5874.820212,35301,74,23,68,0,7,1,Tuesday,4,1,128.643975
YU66872,California,0,1,College,1/27/11,2,1,2,Divorced,L2,Offer2,Call Center,Luxury,2,8579.889155,21829,111,6,59,0,3,3,Thursday,4,1,532.8
WK62379,Washington,0,3,Bachelor,1/7/11,2,1,2,Married,L2,Offer2,Branch,Two-Door Car,1,8903.966435,15142,116,7,5,0,3,4,Friday,1,1,792.609747
WR85740,Arizona,0,1,Higher Education,1/26/11,1,1,2,Married,L3,Offer2,Call Center,Two-Door Car,2,8149.769437,0,71,28,76,0,2,2,Wednesday,4,1,340.8
YY58769,Arizona,0,1,Bachelor,1/11/11,3,0,2,Married,L3,Offer2,Call Center,Four-Door Car,1,2570.162134,58498,67,6,1,3,1,1,Tuesday,2,1,321.6
YK83904,Nevada,0,1,High School or Below,2/2/11,3,1,2,Married,L2,Offer2,Branch,Four-Door Car,2,2585.56013,64592,64,12,57,0,1,2,Wednesday,5,2,307.2
IE36279,California,0,1,Bachelor,2/6/11,3,0,2,Divorced,L1,Offer3,Call Center,Two-Door Car,2,2844.849804,80306,71,11,12,0,1,6,Sunday,5,2,340.8
FT61724,California,0,1,Bachelor,2/28/11,3,1,1,Married,L3,Offer2,Branch,Luxury,2,4633.550875,29105,117,28,31,0,1,0,Monday,9,2,272.612048
YV63603,Arizona,0,3,Bachelor,1/12/11,3,1,1,Married,L1,Offer4,Agent,Four-Door Car,2,6678.899026,47137,84,5,11,0,5,2,Wednesday,2,1,161.640052
PT52001,Nevada,0,1,College,2/11/11,1,1,2,Single,L2,Offer1,Agent,Two-Door Car,2,2222.865016,0,62,5,54,0,1,4,Friday,6,2,446.4
FM83188,Washington,0,1,Higher Education,1/18/11,1,1,2,Married,L3,Offer1,Call Center,SUV,2,8522.759016,0,109,19,2,0,3,1,Tuesday,3,1,723.786607
RN96985,Oregon,0,1,High School or Below,1/22/11,1,1,2,Single,L3,Offer1,Branch,SUV,2,25082.1789,0,100,27,58,0,2,5,Saturday,3,1,1000.850446
OA59724,Washington,0,3,College,2/15/11,3,1,3,Married,L2,Offer1,Call Center,Two-Door Car,1,3479.260311,66711,86,25,92,0,1,1,Tuesday,7,2,366.381387
LY83340,Oregon,0,1,High School or Below,1/5/11,3,1,1,Married,L3,Offer1,Web,Two-Door Car,2,7851.582939,48943,65,17,50,0,2,2,Wednesday,1,1,105.068788
AX99820,Arizona,0,1,Bachelor,2/1/11,1,1,2,Single,L3,Offer1,Agent,Four-Door Car,1,2509.508795,0,71,20,48,0,1,1,Tuesday,5,2,511.2
MH13358,Oregon,0,1,High School or Below,2/10/11,3,1,2,Single,L3,Offer1,Agent,Two-Door Car,1,2854.26694,34807,73,8,90,0,1,3,Thursday,6,2,472.043042
UQ51981,Oregon,1,1,High School or Below,2/3/11,3,1,3,Single,L3,Offer1,Agent,SUV,1,8879.790017,52583,113,12,59,0,7,3,Thursday,5,2,528.20086
JQ60102,California,0,1,Higher Education,2/8/11,1,0,2,Married,L2,Offer3,Branch,Luxury,2,8392.618913,0,111,6,51,0,4,1,Tuesday,6,2,617.396701
CB52667,Washington,0,1,High School or Below,2/7/11,3,1,2,Married,L3,Offer4,Call Center,Four-Door Car,3,5279.478432,92589,65,29,20,0,9,0,Monday,6,2,312.0
YP29527,Oregon,0,1,College,1/8/11,3,0,1,Married,L2,Offer1,Agent,Luxury,2,8272.330818,96689,103,34,80,0,5,5,Saturday,1,1,37.802583
GW89349,Nevada,0,1,High School or Below,2/24/11,1,0,2,Single,L2,Offer1,Call Center,Four-Door Car,2,7662.429999,0,73,28,19,0,2,3,Thursday,8,2,525.6
ZD72991,California,0,3,Higher Education,1/25/11,3,0,2,Married,L3,Offer1,Agent,SUV,2,4899.977003,76594,122,26,9,1,1,1,Tuesday,4,1,832.453791
CS51928,Arizona,0,1,Bachelor,2/8/11,3,0,3,Married,L3,Offer1,Branch,Luxury,1,4508.862933,83777,112,18,74,0,1,1,Tuesday,6,2,377.354191
IJ18945,Washington,0,3,College,1/4/11,3,1,2,Married,L1,Offer2,Agent,Four-Door Car,2,3094.320237,20954,78,15,27,0,1,1,Tuesday,1,1,534.501024
EF21564,Nevada,0,1,Higher Education,2/10/11,3,0,1,Single,L1,Offer4,Agent,SUV,2,4383.150505,84491,110,0,0,0,1,3,Thursday,6,2,156.282093
AY35539,Oregon,1,1,Bachelor,1/21/11,3,1,1,Single,L2,Offer2,Web,Four-Door Car,2,2530.705137,89451,63,11,2,0,1,4,Friday,3,1,61.769564
XJ96507,Arizona,0,1,High School or Below,1/17/11,3,1,3,Married,L2,Offer1,Web,SUV,2,8291.659086,85132,106,0,60,5,3,0,Monday,3,1,501.134524
ZG95780,Arizona,0,1,College,1/13/11,2,0,2,Single,L2,Offer2,Agent,SUV,1,8164.31273,11193,114,2,88,0,6,3,Thursday,2,1,820.8
GI55977,Oregon,0,1,High School or Below,2/23/11,2,1,2,Married,L1,Offer2,Call Center,Four-Door Car,1,2337.35182,28806,61,13,90,0,1,2,Wednesday,8,2,292.8
BV63942,Washington,0,3,High School or Below,2/7/11,3,0,2,Married,L3,Offer2,Agent,Two-Door Car,1,9002.409572,76184,111,23,19,0,3,0,Monday,6,2,532.8
PF81183,California,1,3,College,1/7/11,3,0,1,Married,L2,Offer2,Agent,Luxury,2,5389.499465,66429,136,35,93,0,1,4,Friday,1,1,57.712985
HV16877,California,0,1,High School or Below,1/8/11,3,1,2,Married,L1,Offer2,Call Center,Four-Door Car,1,2721.585434,43278,68,10,10,0,1,5,Saturday,1,1,326.4
XO92596,California,1,3,College,2/23/11,2,0,2,Single,L3,Offer1,Agent,Four-Door Car,2,6005.847375,13528,86,21,35,0,3,2,Wednesday,8,2,412.8
IQ73438,California,1,1,Bachelor,2/6/11,3,0,2,Single,L3,Offer2,Call Center,Four-Door Car,1,5555.830205,74015,72,12,61,0,6,6,Sunday,5,2,471.443077
FY74419,Nevada,1,3,Bachelor,2/17/11,3,1,2,Married,L2,Offer2,Agent,SUV,2,5470.060561,54507,138,20,11,0,1,3,Thursday,7,2,702.990032
JQ30166,Oregon,0,3,Higher Education,1/10/11,1,1,3,Married,L3,Offer2,Branch,Four-Door Car,2,15610.90065,0,119,3,52,5,2,0,Monday,2,1,439.352186
WC22220,Arizona,1,1,College,2/25/11,3,0,2,Divorced,L2,Offer1,Agent,Two-Door Car,2,2616.613903,72302,66,6,27,0,1,4,Friday,8,2,316.8
OT66924,Oregon,0,1,Bachelor,1/26/11,2,1,2,Married,L2,Offer3,Call Center,Four-Door Car,2,4681.52815,14606,72,2,94,5,4,2,Wednesday,4,1,439.772868
UC21019,Arizona,0,1,Higher Education,1/30/11,1,0,2,Divorced,L1,Offer1,Branch,Four-Door Car,1,4890.1093,0,68,21,59,0,7,6,Sunday,4,1,689.282166
YW88487,Arizona,0,1,College,1/3/11,3,1,2,Married,L2,Offer3,Agent,Luxury,2,7457.344801,43406,187,6,49,0,1,0,Monday,1,1,897.6
CA45756,Arizona,0,1,Higher Education,2/27/11,3,1,1,Single,L2,Offer1,Call Center,Two-Door Car,2,22185.88045,60426,62,0,97,0,2,6,Sunday,8,2,133.284622
JY42899,California,0,1,Bachelor,2/7/11,2,0,2,Single,L3,Offer2,Agent,Two-Door Car,2,5305.087084,26334,71,9,94,0,3,0,Monday,6,2,340.8
KM72781,Washington,0,3,College,2/14/11,3,1,3,Married,L3,Offer2,Call Center,Four-Door Car,2,9470.624437,22514,80,22,96,0,2,0,Monday,7,2,203.469143
DV62119,Arizona,0,3,Higher Education,2/28/11,3,1,2,Married,L3,Offer2,Agent,Four-Door Car,2,3548.148767,76114,88,6,97,0,1,0,Monday,9,2,422.4
DO12179,Oregon,0,1,Bachelor,2/22/11,3,0,1,Married,L2,Offer3,Call Center,Two-Door Car,2,2451.535793,48791,62,27,0,3,1,1,Tuesday,8,2,69.794432
ER20865,California,0,3,Bachelor,2/1/11,3,0,3,Married,L2,Offer3,Branch,Two-Door Car,2,8652.652451,65605,111,2,72,2,7,1,Tuesday,5,2,377.781658
YQ95507,Oregon,0,1,High School or Below,2/26/11,3,1,2,Divorced,L3,Offer3,Call Center,Four-Door Car,1,2535.223185,69259,63,3,30,0,1,5,Saturday,8,2,362.51794
VW65691,Oregon,0,1,High School or Below,2/10/11,1,1,2,Single,L3,Offer1,Call Center,Four-Door Car,1,4314.065657,0,64,16,42,1,5,3,Thursday,6,2,460.8
LL55780,Oregon,0,1,High School or Below,1/25/11,1,1,2,Single,L3,Offer4,Agent,Four-Door Car,2,6731.050335,0,62,0,5,0,2,1,Tuesday,4,1,446.4
WK29536,Oregon,0,1,Bachelor,1/23/11,3,1,3,Single,L2,Offer1,Agent,Four-Door Car,2,7779.588181,90969,65,7,22,0,2,6,Sunday,3,1,190.751345
UX87980,Nevada,0,3,College,2/26/11,3,0,3,Single,L3,Offer2,Web,Four-Door Car,2,2805.286098,50180,77,30,93,3,1,5,Saturday,8,2,360.499075
TJ68521,Washington,0,1,Higher Education,1/14/11,3,0,1,Single,L2,Offer1,Call Center,Four-Door Car,3,5251.968272,41991,67,14,75,0,3,4,Friday,2,1,88.382536
RJ57593,Arizona,1,1,Bachelor,2/19/11,3,0,3,Married,L3,Offer2,Agent,Four-Door Car,2,8044.872393,71391,67,29,39,0,2,5,Saturday,7,2,284.000172
YI83073,California,1,1,High School or Below,1/18/11,1,1,2,Single,L3,Offer1,Agent,Four-Door Car,1,4250.282624,0,61,17,1,1,7,1,Tuesday,3,1,292.8
QQ18636,Arizona,0,1,College,1/14/11,3,1,2,Divorced,L3,Offer2,Web,Four-Door Car,2,13891.67638,70725,70,2,0,0,2,4,Friday,2,1,336.0
JV23769,Oregon,1,1,Higher Education,1/3/11,3,1,1,Married,L2,Offer2,Web,Four-Door Car,3,2725.356404,36650,69,2,70,1,1,0,Monday,1,1,56.60333
PA19547,Washington,0,1,High School or Below,2/7/11,3,0,1,Married,L3,Offer1,Agent,SUV,2,4779.893422,54194,119,9,90,1,1,0,Monday,6,2,112.268583
IH91478,Oregon,0,1,Bachelor,1/12/11,2,1,1,Married,L2,Offer1,Agent,Two-Door Car,2,4808.957973,23554,61,12,17,0,6,2,Wednesday,2,1,142.459804
OR78439,Arizona,1,1,College,2/7/11,3,0,3,Married,L3,Offer2,Agent,Luxury,2,8658.863813,62464,109,23,45,0,4,0,Monday,6,2,400.181882
CW15758,Oregon,0,1,College,2/6/11,3,1,2,Married,L3,Offer1,Agent,SUV,1,9215.541928,71888,115,14,33,0,4,6,Sunday,5,2,552.0
RY26286,California,0,1,College,1/5/11,3,0,3,Single,L2,Offer2,Agent,Four-Door Car,2,5068.426258,80846,65,9,32,0,9,2,Wednesday,1,1,227.183015
YP71513,Oregon,0,1,College,2/23/11,1,0,2,Single,L3,Offer1,Agent,Four-Door Car,2,4879.713235,0,67,7,84,0,5,2,Wednesday,8,2,321.6
CJ51511,Arizona,1,1,High School or Below,2/23/11,2,1,2,Married,L3,Offer2,Agent,SUV,1,13466.92071,11432,119,11,9,0,2,2,Wednesday,8,2,571.2
GQ11852,Oregon,0,3,College,1/5/11,3,1,3,Married,L3,Offer1,Call Center,SUV,2,13306.18451,39017,170,10,4,2,3,2,Wednesday,1,1,592.85751
TC29250,California,0,1,Bachelor,2/19/11,1,0,2,Single,L3,Offer2,Branch,Luxury,2,7350.182328,0,108,7,54,0,4,5,Saturday,7,2,777.6
HX63408,Arizona,0,1,Bachelor,1/23/11,3,0,1,Divorced,L1,Offer1,Branch,Four-Door Car,2,4822.436037,73769,61,24,84,0,6,6,Sunday,3,1,121.654567
LJ15849,Arizona,1,3,Higher Education,1/10/11,3,1,1,Married,L2,Offer1,Branch,Four-Door Car,3,3554.845264,58557,88,4,83,0,1,0,Monday,2,1,55.510526
NC40609,Nevada,0,3,College,1/13/11,1,0,2,Single,L3,Offer2,Call Center,Four-Door Car,1,3135.579831,0,91,12,6,0,1,3,Thursday,2,1,707.264022
JZ23377,Oregon,0,3,College,1/20/11,3,1,2,Married,L3,Offer2,Branch,SUV,2,57520.50151,48367,161,10,34,0,2,3,Thursday,3,1,772.8
TB17648,Arizona,0,1,College,1/29/11,3,0,2,Married,L3,Offer1,Web,Four-Door Car,2,2515.411468,39718,65,1,55,2,1,5,Saturday,4,1,366.531664
